priority,category,status,control,source_rows,evidence
P2,profili-ruoli,passed,da Familiare a Viaggiatore.,addendum:A0087,Playwright same-device identity switch 5/5; preview 39b1fb83; 2026-08-04
P2,profili-ruoli,passed,da Viaggiatore a Pubblico;,addendum:A0085,Playwright same-device identity switch 5/5; preview 39b1fb83; 2026-08-04
P2,profili-ruoli,pending,Deep link del profilo.,globale:T-0242,
P2,profili-ruoli,pending,è visibile al ruolo corretto;,usabilita:U0667,
P2,profili-ruoli,pending,elenco degli endpoint per ruolo;,addendum:A0468,
P2,profili-ruoli,pending,elenco dei tasti disabilitati per ruolo;,addendum:A0471,
P2,profili-ruoli,pending,elenco dei tasti nascosti per ruolo;,addendum:A0470,
P2,profili-ruoli,pending,esiste un solo profilo;,addendum:A0298,
P2,profili-ruoli,passed,Feed differente in base al ruolo.,globale:T-0068,"QA 1.31.0: feed pubblico, ospite e viaggiatore restituiscono contenuti differenti"
P2,profili-ruoli,pending,il codice comune non permette di impersonare un profilo;,globale:T-0674,
P2,profili-ruoli,passed,il ruolo restituito dal server prevale sempre sul ruolo locale;,addendum:A0060,Playwright credential precedence 4/4; preview 06eec926; 2026-08-04
P2,profili-ruoli,pending,il server restituisce soltanto i dati necessari al ruolo;,addendum:A0455,
P2,profili-ruoli,passed,il Viaggiatore agisca soltanto sulle proprie risorse;,addendum:A0379,Authenticated remote QA + mobile publication; preview a018a091; 2026-08-04
P2,profili-ruoli,pending,Il Viaggiatore non deve poter scrivere il nome di un’altra persona.,usabilita:U0168,
P2,profili-ruoli,passed,Impedire definitivamente di selezionare l’identità di un altro Viaggiatore.,globale:T-0035,QA 1.31.0: nomi e identita inviati dal browser vengono ignorati dal server
P2,profili-ruoli,pending,l’Ospite non erediti privilegi da un profilo memorizzato;,addendum:A0378,
P2,profili-ruoli,pending,lettura profilo;,globale:T-0738,
P2,profili-ruoli,pending,Manipolare profile_id nell’URL.,globale:T-0483,
P2,profili-ruoli,passed,menu del ruolo;,addendum:A0080,Playwright same-device identity switch 5/5; preview 39b1fb83; 2026-08-04
P2,profili-ruoli,pending,modifica profilo altrui;,globale:T-0743,
P2,profili-ruoli,pending,modifica profilo proprio;,globale:T-0744;usabilita:U0644,
P2,profili-ruoli,passed,Modifica profilo.,usabilita:U0654,Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04
P2,profili-ruoli,pending,modifica ruolo;,globale:T-0745,
P2,profili-ruoli,pending,Modificare contemporaneamente lo stesso profilo da due dispositivi.,globale:T-0797,
P2,profili-ruoli,pending,Modificare il nome del profilo A.,globale:T-0702,
P2,profili-ruoli,pending,Modificare il profilo dalla seconda.,globale:T-1591,
P2,profili-ruoli,pending,Modificare il proprio profilo.,usabilita:U0371,
P2,profili-ruoli,pending,Modificare localStorage con il nome di un altro Viaggiatore.,usabilita:U0171,
P2,profili-ruoli,pending,Modificare location profile_id.,usabilita:U0575,
P2,profili-ruoli,pending,Modificare manualmente profile_id.,globale:T-0326,
P2,profili-ruoli,pending,Modificare profile_id nella richiesta.,usabilita:U0173,
P2,profili-ruoli,passed,Modificare profile_id.,globale:T-0621;usabilita:U0569,Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04
P2,profili-ruoli,passed,Modificare profilo.,usabilita:U0375,Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04
P2,profili-ruoli,pending,Moltiplicare per tutti i Viaggiatori e familiari.,globale:T-1537,
P2,profili-ruoli,pending,Mostrare un messaggio preciso: “Per pubblicare devi prima collegare questo dispositivo al tuo profilo”.,usabilita:U0007,
P2,profili-ruoli,passed,nessun utente può risultare contemporaneamente Viaggiatore A e Viaggiatore B.,addendum:A0065,Playwright credential precedence 4/4; preview 06eec926; 2026-08-04
P2,profili-ruoli,pending,nomi differenti per lo stesso ruolo;,addendum:A0410,
P2,profili-ruoli,pending,Non associare automaticamente un profilo scelto dal client.,usabilita:U0482,
P2,profili-ruoli,passed,non deve modificare il ruolo reale;,addendum:A0277,"ui-coordinator-grid touch ripetuto due volte: token, profile-id e ruolo coordinatore restano identici durante navigazione e riapertura della griglia; ruolo confermato da auth/session"
P2,profili-ruoli,pending,non deve poter scegliere il profilo di un Viaggiatore;,usabilita:U0026,
P2,profili-ruoli,pending,non esistono profili;,addendum:A0297,
P2,profili-ruoli,passed,Non modificare profili altrui.,usabilita:U0373,Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04
P2,profili-ruoli,passed,Non modificare profili.,usabilita:U0368,Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04
P2,profili-ruoli,pending,Passare a vista Viaggiatore.,usabilita:U0453,
P2,profili-ruoli,passed,profile_id;,addendum:A0073,Playwright same-device identity switch 5/5; preview 39b1fb83; 2026-08-04
P2,profili-ruoli,passed,profilo corretto;,usabilita:U0590;usabilita:U0599;usabilita:U0604;usabilita:U0640,Playwright mobile UI + HTTP 201 + production-smoke identity; preview 4bc152c6; 2026-08-04
P2,profili-ruoli,pending,profilo creato;,globale:T-1575,
P2,profili-ruoli,pending,profilo di un’altra persona;,addendum:A0121,
P2,profili-ruoli,pending,profilo modificato;,globale:T-1576,
P2,profili-ruoli,pending,profilo non collegato;,usabilita:U0496,
P2,profili-ruoli,pending,profilo o ospite corretto;,usabilita:U0597,
P2,profili-ruoli,pending,profilo;,globale:T-1577,
P2,profili-ruoli,pending,Protezione contro modifica manuale del profile_id.,globale:T-0225,
P2,profili-ruoli,pending,Protezione contro modifica manuale del ruolo.,globale:T-0226,
P2,profili-ruoli,passed,reinviarla dopo cambio ruolo;,addendum:A0329,Live demotion command 403 + authenticated remote QA 20/20; preview a4b05356; 2026-08-04
P2,profili-ruoli,pending,risultati dei test API per ruolo;,addendum:A0475,
P2,profili-ruoli,pending,risultati dei test di cambio ruolo;,addendum:A0478,
P2,profili-ruoli,pending,Risultati filtrati in base al ruolo.,globale:T-1704,
P2,profili-ruoli,pending,ruolo corrente;,addendum:A0414,
P2,profili-ruoli,pending,ruolo modificato;,globale:T-1581,
P2,profili-ruoli,pending,ruolo mostrato;,addendum:A0045,
P2,profili-ruoli,passed,ruolo;,globale:T-1582;usabilita:U0388,Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04
P2,profili-ruoli,pending,se è Viaggiatore;,addendum:A0429,
P2,profili-ruoli,passed,"Se la pubblicazione richiede obbligatoriamente un profilo personale, non mostrare il compositore finché il dispositivo non è associato a un profilo.",usabilita:U0003,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P2,profili-ruoli,pending,telefono B – Viaggiatore 1;,globale:T-0302,
P2,profili-ruoli,pending,telefono C – Viaggiatore 2;,globale:T-0303,
P2,profili-ruoli,pending,Tentare di accedere come Viaggiatore B usando il codice comune.,globale:T-0334,
P2,profili-ruoli,passed,Tentare di modificare un profilo.,usabilita:U0622,Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04
P2,profili-ruoli,pending,Tentare di scegliere un profilo esistente.,usabilita:U0634,
P2,profili-ruoli,pending,test come Viaggiatore;,usabilita:U0721,
P2,profili-ruoli,pending,test del percorso completo del Viaggiatore;,globale:T-1806,
P2,profili-ruoli,pending,Tutti controllano il proprio profilo.,globale:T-1733,
P2,profili-ruoli,pending,Verificare che il cambio di anteprima non modifichi il ruolo reale.,usabilita:U0455,
P2,profili-ruoli,pending,Verificare che il codice comune non consenta di riattivare il profilo.,globale:T-1618,
P2,profili-ruoli,pending,Verificare che il nome del marker corrisponda al profilo A.,globale:T-0711,
P2,profili-ruoli,pending,Verificare che il profilo non compaia nel feed.,globale:T-1327,
P2,profili-ruoli,pending,Verificare che il Viaggiatore modifichi soltanto il proprio profilo.,globale:T-0356,
P2,profili-ruoli,pending,Verificare che non sia possibile pubblicare utilizzando il nome del Viaggiatore B.,globale:T-0719,
P2,profili-ruoli,pending,Verificare che ogni comando appartenga al profilo corretto.,usabilita:U0076,
P2,profili-ruoli,pending,Verificare comportamento dopo cambio profilo.,globale:T-1361,
P2,profili-ruoli,pending,Verificare numero dei Viaggiatori.,usabilita:U0444,
P2,profili-ruoli,pending,Verificare profile_id o guest_id corretto.,usabilita:U0019,
P2,profili-ruoli,pending,Verificare profili precedenti conservati.,globale:T-1039,
P2,profili-ruoli,pending,Verificare profilo colore.,globale:T-1437,
P2,profili-ruoli,passed,Verificare profilo corretto.,globale:T-1610;usabilita:U0405,Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04
P2,profili-ruoli,pending,Verificare ruolo effettivo.,usabilita:U0626,
P2,profili-ruoli,pending,Verificare ruolo mostrato.,usabilita:U0069,
P2,profili-ruoli,pending,Viaggiatore,globale:T-0291;addendum:A0211,
P2,social,pending,1.000 commenti.,globale:T-0558,
P2,social,pending,10.000 commenti.,globale:T-1098,
P2,social,pending,10.000 reazioni.,globale:T-0562,
P2,social,pending,100 commenti in un minuto.,globale:T-1043,
P2,social,pending,100 reazioni in un minuto.,globale:T-1045,
P2,social,pending,2.500 commenti.,globale:T-1099,
P2,social,pending,20.000 reazioni.,globale:T-1100,
P2,social,pending,5.000 reazioni.,globale:T-1103,
P2,social,pending,500 commenti.,globale:T-1105,
P2,social,pending,500 reazioni.,globale:T-1107,
P2,social,pending,Aggiungere limite di commenti al minuto.,globale:T-0054,
P2,social,pending,Aggiungere limite di reazioni al minuto.,globale:T-0055,
P2,social,passed,Aggiungere reazione.,usabilita:U0250,"Playwright Galaxy S9+ su tre contesti: viaggiatore, familiare e pubblico; identità ospite server, like aggiunto/rimosso, commento creato/modificato/eliminato, sync automatica e comandi proprietà; preview c9d82d89; 2026-08-04"
P2,social,pending,Aggiungere reazioni ai commenti.,globale:T-0058,
P2,social,pending,Aggiungere risposte ai commenti.,globale:T-0059,
P2,social,pending,Archivio di post e commenti.,globale:T-1710,
P2,social,passed,"B commenta, A riceve.",usabilita:U0556,Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04
P2,social,pending,Bacheca → post → commenti → indietro.,globale:T-1410,
P2,social,pending,Cambiare reazione.,usabilita:U0251,
P2,social,pending,Cambio reazione.,globale:T-0459,
P2,social,passed,chi può moderare un commento non possa modificare l’identità dell’autore;,addendum:A0384,Authenticated remote QA + mobile publication; preview a018a091; 2026-08-04
P2,social,pending,Chiudi tutti i commenti.,usabilita:U0313,
P2,social,pending,commentare un post;,globale:T-1772,
P2,social,pending,"Commentare, se consentito.",usabilita:U0617,
P2,social,pending,Commentare.,usabilita:U0627,
P2,social,pending,commenti e reazioni non sono manipolabili;,globale:T-0664,
P2,social,pending,Commenti periodici durante la prova.,globale:T-1126,
P2,social,pending,Commento con emoji.,usabilita:U0305,
P2,social,pending,Commento con menzione.,usabilita:U0306,
P2,social,pending,Commento molto lungo.,usabilita:U0304,
P2,social,pending,commento non pubblico;,addendum:A0124,
P2,social,passed,Commento testuale.,globale:T-0463;usabilita:U0299,Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04
P2,social,pending,Commento vuoto.,usabilita:U0303,
P2,social,pending,commento;,globale:T-0730;usabilita:U0546;usabilita:U0642,
P2,social,pending,Confrontare numero di commenti.,globale:T-1159,
P2,social,pending,Confrontare numero di reazioni.,globale:T-1163,
P2,social,pending,Copiare il collegamento del commento.,globale:T-0968,
P2,social,pending,Deep link del singolo commento.,globale:T-0243,
P2,social,pending,Definire cosa accade ai commenti.,globale:T-1317,
P2,social,pending,Definire cosa accade alle reazioni.,globale:T-1319,
P2,social,pending,Definire per quanto tempo vengono conservati i commenti.,globale:T-1342,
P2,social,pending,Errore durante creazione del post con 10 allegati.,globale:T-1148,
P2,social,pending,Espandere tutti i commenti.,globale:T-1398,
P2,social,passed,Il commento non deve rimanere orfano.,globale:T-0794,verify-d1-backup: zero commenti orfani dopo il ripristino
P2,social,pending,Iniziare a scrivere un commento.,globale:T-1399,
P2,social,pending,Inserimento commento.,globale:T-1220,
P2,social,pending,Inserimento reazione.,globale:T-1221,
P2,social,passed,Inviare commento.,usabilita:U0260,"Playwright Galaxy S9+ su tre contesti: viaggiatore, familiare e pubblico; identità ospite server, like aggiunto/rimosso, commento creato/modificato/eliminato, sync automatica e comandi proprietà; preview c9d82d89; 2026-08-04"
P2,social,pending,Moderazione commenti.,usabilita:U0662,
P2,social,passed,modifica commento altrui;,globale:T-0740,QA 1.31.0: attacco modifica commento altrui respinto
P2,social,passed,modifica commento proprio;,globale:T-0741;usabilita:U0307,QA 1.31.0: modifica commento proprio completata | Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04
P2,social,passed,Modifica commento.,globale:T-0468,QA 1.31.0: proprietario modifica correttamente il proprio commento
P2,social,pending,Modificare contemporaneamente la stessa reazione.,globale:T-0796,
P2,social,pending,non esistono commenti;,addendum:A0300,
P2,social,pending,Nuovo commento.,globale:T-0526,
P2,social,pending,Ogni commento deve essere collegato a un post esistente.,globale:T-1015,
P2,social,pending,Ogni reazione deve essere collegata a un post esistente.,globale:T-1020,
P2,social,pending,Paginazione dei commenti.,globale:T-0108,
P2,social,passed,Protezione contro modifica di commenti altrui.,globale:T-0224,QA 1.31.0: secondo viaggiatore non puo modificare il commento altrui
P2,social,pending,Reazione Mi piace.,globale:T-0469,
P2,social,pending,reazione;,globale:T-0751;usabilita:U0643,
P2,social,pending,Ricerca per commento.,globale:T-1698,
P2,social,pending,Ricezione commento.,globale:T-1232,
P2,social,pending,Rimozione reazione.,globale:T-0470,
P2,social,passed,Rimuovere reazione.,usabilita:U0252,"Playwright Galaxy S9+ su tre contesti: viaggiatore, familiare e pubblico; identità ospite server, like aggiunto/rimosso, commento creato/modificato/eliminato, sync automatica e comandi proprietà; preview c9d82d89; 2026-08-04"
P2,social,pending,Risposta al commento.,globale:T-1235,
P2,social,passed,Scrivere commento.,usabilita:U0259,"Playwright Galaxy S9+ su tre contesti: viaggiatore, familiare e pubblico; identità ospite server, like aggiunto/rimosso, commento creato/modificato/eliminato, sync automatica e comandi proprietà; preview c9d82d89; 2026-08-04"
P2,social,passed,Tentare modifica commento altrui.,globale:T-0626,QA 1.31.0: modifica commento altrui negata con HTTP 403
P2,social,passed,Tentare modifica diretta di commenti altrui.,usabilita:U0582,Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04
P2,social,passed,Tentativo di modifica di commento altrui.,usabilita:U0309,Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04
P2,social,passed,Tentativo di modificare commento altrui.,globale:T-0472,QA 1.31.0: modifica commento altrui negata
P2,social,pending,Tutti aggiungono una reazione.,globale:T-1730,
P2,social,pending,Tutti inseriscono un commento.,globale:T-1737,
P2,social,pending,Un solo commento dopo dieci retry.,globale:T-0140,
P2,social,pending,Una sola reazione dopo dieci retry.,globale:T-0144,
P2,social,pending,Verificare apertura del commento preciso.,globale:T-0978,
P2,social,pending,Verificare che l’aggiornamento non chiuda i commenti.,usabilita:U0111,
P2,social,pending,Verificare ora dei commenti.,globale:T-0942,
P2,social,pending,Verificare presenza di una sola reazione per persona.,globale:T-0805,
P2,social,pending,Verificare una sola reazione.,usabilita:U0256,
P2,social,pending,Visualizza tutti i commenti.,usabilita:U0312,
P2,social,pending,Visualizza ultimi commenti.,usabilita:U0311,
P2,usabilita-mobile,pending,Aggiornamento in automobile.,globale:T-1459,
P2,usabilita-mobile,pending,Attivarle su iPhone PWA.,globale:T-0518,
P2,usabilita-mobile,pending,Confrontare iPhone e Android.,globale:T-1653,
P2,usabilita-mobile,pending,funziona su iPhone e Android.,usabilita:U0686,
P2,usabilita-mobile,pending,funziona su iPhone;,globale:T-0255,
P2,usabilita-mobile,pending,Installare la PWA su iPhone.,globale:T-0308,
P2,usabilita-mobile,pending,iPhone con schermo piccolo.,globale:T-1090,
P2,usabilita-mobile,pending,iPhone con versione iOS minima supportata.,globale:T-1091,
P2,usabilita-mobile,pending,iPhone con versione iOS più recente.,globale:T-1092,
P2,usabilita-mobile,pending,iPhone piccolo;,addendum:A0234,
P2,usabilita-mobile,pending,iPhone Pro Max.,globale:T-1093;addendum:A0235,
P2,usabilita-mobile,pending,iPhone PWA;,globale:T-0298,
P2,usabilita-mobile,pending,iPhone Safari;,globale:T-0299,
P2,usabilita-mobile,pending,sono stati superati i test iPhone;,globale:T-0689,
P2,usabilita-mobile,pending,test iPhone;,globale:T-1807;usabilita:U0716,
P2,usabilita-mobile,pending,Test Push su iPhone con PWA installata.,globale:T-0097,
P2,usabilita-mobile,pending,test visuali mobile;,globale:T-0028,
P2,usabilita-mobile,pending,Utilizzare l’app in automobile come passeggero.,globale:T-0597,
P2,usabilita-mobile,pending,Verificare formato iPhone.,usabilita:U0228,
P2,usabilita-mobile,pending,Verificare Live Photo iPhone.,globale:T-1435,
P2,usabilita-mobile,pending,VoiceOver su iPhone.,globale:T-1077,
P3,altro,pending,“Visibile al gruppo” significhi controllo effettivo della visibilità.,addendum:A0393,
P3,altro,pending,1.000 caratteri.,globale:T-0881,
P3,altro,pending,1.000 post.,globale:T-0559,
P3,altro,pending,10 allegati per post.,globale:T-0560,
P3,altro,pending,10 utenti contemporanei.,globale:T-0561,
P3,altro,pending,10.000 caratteri.,globale:T-0882,
P3,altro,pending,100 iscrizioni Push dallo stesso dispositivo.,globale:T-1044,
P3,altro,pending,100 post.,globale:T-0563,
P3,altro,pending,100 ricerche di luoghi in un minuto.,globale:T-1046,
P3,altro,pending,100 richieste di ricerca inversa in un minuto.,globale:T-1047,
P3,altro,pending,2 utenti contemporanei.,globale:T-0564,
P3,altro,pending,25 utenti attivi.,globale:T-1101,
P3,altro,pending,25 utenti contemporanei.,globale:T-0565,
P3,altro,passed,401 o 403;,usabilita:U0583,Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04
P3,altro,pending,5 utenti attivi.,globale:T-1102,
P3,altro,pending,5 utenti contemporanei.,globale:T-0566,
P3,altro,pending,50 utenti attivi.,globale:T-1104,
P3,altro,pending,50 utenti contemporanei.,globale:T-0567,
P3,altro,pending,500 post.,globale:T-1106,
P3,altro,passed,"A reagisce, B riceve.",usabilita:U0557,Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04
P3,altro,pending,AAC.,globale:T-0423,
P3,altro,pending,Abbassare e aumentare il volume.,globale:T-0906,
P3,altro,pending,Accedere nella prima scheda.,globale:T-1586,
P3,altro,pending,Accedere sul nuovo telefono.,globale:T-1600,
P3,altro,pending,Accedere sul vecchio telefono.,globale:T-1601,
P3,altro,pending,accenti;,globale:T-1285;usabilita:U0392,
P3,altro,pending,aggiorna gli altri dispositivi;,usabilita:U0678,
P3,altro,pending,aggiorna l’interfaccia;,usabilita:U0677,
P3,altro,pending,Aggiornamenti contemporanei da tre telefoni.,globale:T-0568,
P3,altro,pending,Aggiornamento camminando.,globale:T-1453,
P3,altro,pending,Aggiornamento con app in background.,globale:T-1454,
P3,altro,pending,Aggiornamento con risparmio batteria attivo.,globale:T-1455,
P3,altro,pending,Aggiornamento continuo volontario.,globale:T-0199,
P3,altro,pending,Aggiornamento da fermo.,globale:T-1457,
P3,altro,pending,aggiornamento dell’app.,usabilita:U0550,
P3,altro,pending,Aggiornamento in aeroporto.,globale:T-1458,
P3,altro,pending,Aggiornamento in treno.,globale:T-1461,
P3,altro,pending,Aggiornamento in tuk-tuk.,globale:T-1462,
P3,altro,passed,aggiornamento sul secondo dispositivo;,usabilita:U0400,Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04
P3,altro,pending,Aggiornamento sul secondo telefono.,usabilita:U0164,
P3,altro,passed,Aggiungere “Disconnetti tutti i dispositivi”.,globale:T-0029,QA 1.28.0: logout di tutti i dispositivi e sessione successivamente negata
P3,altro,pending,Aggiungere blocco di un ospite.,globale:T-0053,
P3,altro,pending,Aggiungere chiavi esterne o controlli equivalenti.,globale:T-1009,
P3,altro,pending,Aggiungere data di accettazione dell’informativa.,globale:T-0044,
P3,altro,pending,Aggiungere data e ora locale dell’India.,globale:T-0182,
P3,altro,pending,Aggiungere funzione di esportazione dei propri dati.,globale:T-0046,
P3,altro,pending,Aggiungere indirizzi copiabili.,globale:T-0184,
P3,altro,pending,Aggiungere informativa sul trattamento dei dati.,globale:T-0047,
P3,altro,pending,Aggiungere nuovamente un file rimosso.,usabilita:U0212,
P3,altro,pending,Aggiungere precisione della geolocalizzazione.,globale:T-0185,
P3,altro,pending,Aggiungere procedura periodica di controllo integrità.,globale:T-1147,
P3,altro,pending,Aggiungere protezione antispam.,globale:T-0057,
P3,altro,pending,Aggiungere pulsante “Cancella dati da questo dispositivo”.,globale:T-1621,
P3,altro,passed,Aggiungere revoca del singolo dispositivo.,globale:T-0031,production-smoke: revoca del dispositivo secondario e lista aggiornata
P3,altro,passed,Aggiungere scadenza per inattività.,globale:T-0033,QA 1.31.0: sessione inattiva da 30 giorni respinta con HTTP 401
P3,altro,pending,Aggiungere scansione automatica dei segreti nella pipeline.,globale:T-1492,
P3,altro,pending,Aggiungere segnalazione dei contenuti.,globale:T-0060,
P3,altro,pending,Aggiungere un messaggio “Aggiornamento disponibile”.,globale:T-0823,
P3,altro,pending,Allarme in caso di errori ripetuti.,globale:T-0216,
P3,altro,pending,allegati conservati;,usabilita:U0531,
P3,altro,pending,allegati corretti.,usabilita:U0594,
P3,altro,pending,allegato corretto.,usabilita:U0598,
P3,altro,pending,Alta latenza.,usabilita:U0523,
P3,altro,pending,Ambasciata.,globale:T-0234,
P3,altro,pending,Android Chrome;,globale:T-0293,
P3,altro,pending,Android con caratteri ingranditi;,addendum:A0237,
P3,altro,pending,Android con WebView precedente.,globale:T-1079,
P3,altro,pending,Android di fascia alta.,globale:T-1080,
P3,altro,pending,Android economico con poca memoria.,globale:T-1081,
P3,altro,pending,Android piccolo;,addendum:A0236,
P3,altro,pending,Android PWA;,globale:T-0294,
P3,altro,pending,Annullare dalla finestra di conferma.,usabilita:U0282,
P3,altro,pending,Annullare lo scatto.,usabilita:U0191,
P3,altro,passed,Annullare.,usabilita:U0432,Playwright mobile: Annulla mantiene documento e indicatore Presente; preview c90ec547; 2026-08-04
P3,altro,pending,Apertura dell’archivio su macOS.,globale:T-1705,
P3,altro,pending,Apertura dell’archivio su telefono.,globale:T-1706,
P3,altro,pending,Apertura dell’archivio su Windows.,globale:T-1707,
P3,altro,pending,API funzionanti;,globale:T-1748,
P3,altro,pending,API sensibili con no-store.,globale:T-1468,
P3,altro,pending,Apostrofi e virgolette.,globale:T-0883,
P3,altro,pending,apostrofi;,globale:T-1286;usabilita:U0393,
P3,altro,pending,App aperta per 24 ore.,globale:T-1123,
P3,altro,pending,App aperta per 8 ore.,globale:T-1124,
P3,altro,pending,App aperta.,globale:T-0513,
P3,altro,pending,App chiusa.,globale:T-0514,
P3,altro,pending,App in background.,globale:T-0515,
P3,altro,pending,App utilizzata per 48 ore.,globale:T-1125,
P3,altro,passed,appartenenti a un altro utente;,addendum:A0350,Authenticated cross-owner QA 20/20; preview a4b05356; 2026-08-04
P3,altro,pending,Applicare un filtro al feed.,globale:T-1389,
P3,altro,pending,approvazione dell’utilizzatore finale.,globale:T-1240,
P3,altro,pending,Aprire condivisione nativa.,usabilita:U0263,
P3,altro,passed,Aprire conferma.,usabilita:U0431,Playwright mobile: conferma distruttiva aperta dal comando Elimina; preview c90ec547; 2026-08-04
P3,altro,passed,Aprire coordinate corrette.,usabilita:U0466,"Playwright: URL Google Maps search contiene 28.6139,77.209; preview 20382a40; 2026-08-04"
P3,altro,passed,Aprire da un secondo dispositivo.,usabilita:U0274,"Playwright Galaxy S9+ su tre contesti: viaggiatore, familiare e pubblico; identità ospite server, like aggiunto/rimosso, commento creato/modificato/eliminato, sync automatica e comandi proprietà; preview c9d82d89; 2026-08-04"
P3,altro,pending,Aprire due schede con versioni differenti.,globale:T-0824,
P3,altro,pending,Aprire e utilizzare l’app.,globale:T-0825,
P3,altro,pending,Aprire Google Maps.,globale:T-0495;usabilita:U0356,
P3,altro,pending,Aprire il campo.,usabilita:U0257,
P3,altro,pending,Aprire il dominio.,usabilita:U0612,
P3,altro,pending,Aprire il luogo dal feed.,usabilita:U0248,
P3,altro,pending,Aprire il pannello personale.,usabilita:U0067,
P3,altro,pending,Aprire il primo allegato di un carosello.,globale:T-0907,
P3,altro,pending,Aprire il registratore.,usabilita:U0214,
P3,altro,pending,Aprire l’app in due schede dello stesso browser.,globale:T-1588,
P3,altro,pending,Aprire l’app online.,globale:T-0533,
P3,altro,pending,Aprire l’ultimo allegato.,globale:T-0908,
P3,altro,pending,Aprire la galleria.,usabilita:U0194,
P3,altro,pending,Aprire la tastiera.,globale:T-1391,
P3,altro,pending,Aprire menu.,usabilita:U0276,
P3,altro,pending,Aprire nuovamente la PWA.,globale:T-0306,
P3,altro,pending,Aprire un post specifico.,globale:T-1392,
P3,altro,pending,Aprirlo su un secondo telefono.,globale:T-0967,
P3,altro,pending,Archivio di tutti i 14 giorni.,globale:T-1711,
P3,altro,pending,Archivio di un solo giorno.,globale:T-1712,
P3,altro,pending,Archivio di una sola persona.,globale:T-1713,
P3,altro,pending,Archivio finale.,globale:T-0235,
P3,altro,pending,area effettiva di almeno 44×44 pixel;,addendum:A0222,
P3,altro,pending,array e oggetti inviati al posto di testo.,globale:T-1287,
P3,altro,pending,Arresto automatico alla scadenza.,globale:T-0200,
P3,altro,pending,ASSENTE,addendum:A0396,
P3,altro,pending,assenza di duplicazioni;,globale:T-1108,
P3,altro,pending,assenza di errori bloccanti aperti.,globale:T-1788,
P3,altro,pending,Attivare modalità aereo.,globale:T-0534;globale:T-0808,
P3,altro,pending,Attivare modalità manualmente.,globale:T-1643,
P3,altro,pending,Attivarle su Android PWA.,globale:T-0517,
P3,altro,pending,attivo;,addendum:A0160,
P3,altro,pending,Audit log.,globale:T-0217,
P3,altro,pending,Aumento improvviso dei tempi di risposta.,globale:T-1541,
P3,altro,pending,autenticazione e identità;,globale:T-1789,
P3,altro,pending,autore corretto;,usabilita:U0589;usabilita:U0596,
P3,altro,passed,Autore determinato dal server.,usabilita:U0485,Playwright mobile UI + HTTP 201 + production-smoke identity; preview 4bc152c6; 2026-08-04
P3,altro,pending,Avviare la registrazione.,usabilita:U0217,
P3,altro,passed,Bacheca.,usabilita:U0077,"Playwright Galaxy S9+ reale: touch fisico, 14 giornate, persistenza, 14 ricollocazioni mappa, marker Delhi 1/8 e Ranakpur; pubblicazione HTTP 201 senza duplicati; preview 9913ac2c; 2026-08-04"
P3,altro,pending,batteria telefono;,globale:T-1110,
P3,altro,pending,Bloccare e sbloccare lo schermo.,globale:T-1396,
P3,altro,pending,Bloccare lo schermo durante la registrazione.,globale:T-0446,
P3,altro,pending,bloccare lo schermo;,globale:T-0809;usabilita:U0231;usabilita:U0539,
P3,altro,pending,BLOCCATO,globale:T-0277;usabilita:U0033,
P3,altro,pending,bonifica periodica dei file orfani.,globale:T-0145,
P3,altro,pending,Bozza conservata.,usabilita:U0487;usabilita:U0530,
P3,altro,pending,Bozza recuperabile.,usabilita:U0491,
P3,altro,pending,bozze personali;,addendum:A0074,
P3,altro,pending,Browser con cookie/storage bloccati.,globale:T-1082,
P3,altro,pending,browser;,globale:T-1241,
P3,altro,passed,button senza onClick;,addendum:A0179,"TypeScript JSX inventory: 115 interactive elements, zero missing handlers/empty links; Playwright credential flow"
P3,altro,pending,Calcolare consumo massimo di un post con 10 allegati.,globale:T-1524,
P3,altro,pending,Calcolare consumo per 14 giorni.,globale:T-1525,
P3,altro,pending,Calcolare hash dei file.,globale:T-1157,
P3,altro,pending,Calcolare numero di richieste per utente al giorno.,globale:T-1526,
P3,altro,pending,Calcolare richieste Push.,globale:T-1530,
