"id","section","control","status","evidence","revision"
"U0403","21. INVITI PERSONALI","Copiare invito.","pending","","1.31.0"
"U0404","21. INVITI PERSONALI","Aprire invito sul telefono corretto.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0405","21. INVITI PERSONALI","Verificare profilo corretto.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0406","21. INVITI PERSONALI","Verificare creazione della sessione.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0407","21. INVITI PERSONALI","Verificare rimozione del token dall’URL.","passed","Playwright mobile UI + HTTP 201 + production-smoke identity; preview 4bc152c6; 2026-08-04","1.31.0"
"U0408","21. INVITI PERSONALI","Riutilizzare lo stesso invito.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0409","21. INVITI PERSONALI","Risultato atteso: accesso negato.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0410","21. INVITI PERSONALI","Aprire contemporaneamente lo stesso invito su due telefoni.","pending","","1.31.0"
"U0411","21. INVITI PERSONALI","Deve riuscire soltanto una richiesta.","pending","","1.31.0"
"U0412","21. INVITI PERSONALI","Utilizzare invito scaduto.","pending","","1.31.0"
"U0413","21. INVITI PERSONALI","Modificare un carattere del link.","pending","","1.31.0"
"U0414","21. INVITI PERSONALI","Verificare accesso negato.","pending","","1.31.0"
"U0415","21. INVITI PERSONALI","Verificare procedura di revoca.","pending","","1.31.0"
"U0416","22. DOCUMENTI","Caricare Passaporto.","passed","Playwright su due Galaxy: PDF reale caricato dal viaggiatore con risposta server 200; preview c90ec547; 2026-08-04","1.31.0"
"U0417","22. DOCUMENTI","Caricare Visto.","pending","","1.31.0"
"U0418","22. DOCUMENTI","Caricare Biglietti.","pending","","1.31.0"
"U0419","22. DOCUMENTI","Caricare Assicurazione.","pending","","1.31.0"
"U0420","22. DOCUMENTI","Verificare indicatore Presente.","passed","Playwright mobile: indicatore ✓ Presente e nome file dopo conferma server; preview c90ec547; 2026-08-04","1.31.0"
"U0421","22. DOCUMENTI","Aprire PDF.","passed","Playwright mobile: PDF protetto aperto in nuova scheda tramite visualizzatore blob autenticato; preview c90ec547; 2026-08-04","1.31.0"
"U0422","22. DOCUMENTI","Aprire fotografia.","pending","","1.31.0"
"U0423","22. DOCUMENTI","Verificare file corretto.","passed","Playwright mobile: documento-prova.pdf associato al Passaporto e aperto dal relativo comando; preview c90ec547; 2026-08-04","1.31.0"
"U0424","22. DOCUMENTI","Verificare autorizzazione server.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0425","22. DOCUMENTI","Scaricare documento.","passed","Playwright mobile: evento download ricevuto dopo comando Scarica; preview c90ec547; 2026-08-04","1.31.0"
"U0426","22. DOCUMENTI","Verificare nome file.","passed","Playwright mobile: nome download documento-prova.pdf verificato; preview c90ec547; 2026-08-04","1.31.0"
"U0427","22. DOCUMENTI","Verificare contenuto.","pending","","1.31.0"
"U0428","22. DOCUMENTI","Sostituire documento.","pending","","1.31.0"
"U0429","22. DOCUMENTI","Verificare nuovo documento.","pending","","1.31.0"
"U0430","22. DOCUMENTI","Verificare eliminazione del precedente.","pending","","1.31.0"
"U0431","22. DOCUMENTI","Aprire conferma.","passed","Playwright mobile: conferma distruttiva aperta dal comando Elimina; preview c90ec547; 2026-08-04","1.31.0"
"U0432","22. DOCUMENTI","Annullare.","passed","Playwright mobile: Annulla mantiene documento e indicatore Presente; preview c90ec547; 2026-08-04","1.31.0"
"U0433","22. DOCUMENTI","Confermare.","passed","Playwright mobile: conferma invia DELETE autenticato e riceve 200; preview c90ec547; 2026-08-04","1.31.0"
"U0434","22. DOCUMENTI","Verificare rimozione.","passed","Playwright mobile: stato torna a Non ancora caricato; preview c90ec547; 2026-08-04","1.31.0"
"U0435","22. DOCUMENTI","Verificare conteggio aggiornato.","passed","Playwright su due telefoni: griglia coordinatore passa automaticamente da 1/4 a 0/4; preview c90ec547; 2026-08-04","1.31.0"
"U0436","22. DOCUMENTI","Pubblico: 403.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0437","22. DOCUMENTI","Familiare: 403.","pending","","1.31.0"
"U0438","22. DOCUMENTI","Viaggiatore A apre documento A.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0439","22. DOCUMENTI","Viaggiatore A tenta documento B: 403.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0440","22. DOCUMENTI","Coordinatore apre documenti autorizzati.","pending","","1.31.0"
"U0441","22. DOCUMENTI","Token scaduto: 401.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0442","22. DOCUMENTI","Token revocato: 401.","pending","","1.31.0"
"U0443","23. DASHBOARD DEL COORDINATORE","Aprire vista Coordinatore.","passed","Playwright mobile con sessione coordinatore reale: dashboard visibile; preview c90ec547; 2026-08-04","1.31.0"
"U0444","23. DASHBOARD DEL COORDINATORE","Verificare numero dei Viaggiatori.","pending","","1.31.0"
"U0445","23. DASHBOARD DEL COORDINATORE","Verificare quattro documenti per persona.","passed","Playwright mobile: griglia del viaggiatore espone conteggio su quattro documenti e Passaporto nominativo; preview c90ec547; 2026-08-04","1.31.0"
"U0446","23. DASHBOARD DEL COORDINATORE","Verificare conteggio generale.","pending","","1.31.0"
"U0447","23. DASHBOARD DEL COORDINATORE","Caricare documento dal telefono del Viaggiatore.","passed","Playwright su due Galaxy separati: caricamento eseguito dal dispositivo viaggiatore; preview c90ec547; 2026-08-04","1.31.0"
"U0448","23. DASHBOARD DEL COORDINATORE","Verificare aggiornamento del conteggio.","passed","Playwright su due telefoni: coordinatore vede 1/4 e Passaporto presente; preview c90ec547; 2026-08-04","1.31.0"
"U0449","23. DASHBOARD DEL COORDINATORE","Eliminare documento.","passed","Playwright: eliminazione eseguita dal proprietario e confermata dal server; preview c90ec547; 2026-08-04","1.31.0"
"U0450","23. DASHBOARD DEL COORDINATORE","Verificare aggiornamento.","passed","Playwright: polling privato porta automaticamente la griglia coordinatore da 1/4 a 0/4; preview c90ec547; 2026-08-04","1.31.0"
"U0451","23. DASHBOARD DEL COORDINATORE","Aprire ogni documento.","pending","","1.31.0"
"U0452","23. DASHBOARD DEL COORDINATORE","Verificare associazione alla persona corretta.","passed","Playwright: card filtrata sul nome del viaggiatore e Passaporto presente associato allo stesso nome; preview c90ec547; 2026-08-04","1.31.0"
"U0453","23. DASHBOARD DEL COORDINATORE","Passare a vista Viaggiatore.","pending","","1.31.0"
"U0454","23. DASHBOARD DEL COORDINATORE","Tornare a vista Coordinatore.","pending","","1.31.0"
"U0455","23. DASHBOARD DEL COORDINATORE","Verificare che il cambio di anteprima non modifichi il ruolo reale.","pending","","1.31.0"
"U0456","24. POSIZIONE DEL GRUPPO","Consentire posizione.","passed","Playwright Galaxy: permesso GPS accordato e POST autenticato 200; preview 20382a40; 2026-08-04","1.31.0"
"U0457","24. POSIZIONE DEL GRUPPO","Negare posizione.","passed","Playwright Galaxy: permesso rimosso, messaggio locale e zero richieste POST; preview 20382a40; 2026-08-04","1.31.0"
"U0458","24. POSIZIONE DEL GRUPPO","Verificare messaggio.","passed","Playwright mobile: conferme Posizione condivisa adesso, Posizione cancellata e Permesso posizione non disponibile; preview 20382a40; 2026-08-04","1.31.0"
"U0459","24. POSIZIONE DEL GRUPPO","Verificare coordinate nel database.","passed","Playwright mobile + API privata: 28.6139, 77.2090 salvate e restituite su due sessioni; preview 20382a40; 2026-08-04","1.31.0"
"U0460","24. POSIZIONE DEL GRUPPO","Verificare nome corretto.","passed","Playwright su due telefoni: posizione associata al nome univoco del viaggiatore QA; preview 20382a40; 2026-08-04","1.31.0"
"U0461","24. POSIZIONE DEL GRUPPO","Aprire mappa.","passed","Playwright mobile: cartina posizioni aperta su viaggiatore e coordinatore; preview 20382a40; 2026-08-04","1.31.0"
"U0462","24. POSIZIONE DEL GRUPPO","Chiudere mappa.","passed","Playwright mobile: chiusura smonta cartina e marker prima del cambio dispositivo; preview 20382a40; 2026-08-04","1.31.0"
"U0463","24. POSIZIONE DEL GRUPPO","Verificare numero posizioni.","passed","Playwright mobile: contatore posizioni visibile e coerente con la lista privata; preview 20382a40; 2026-08-04","1.31.0"
"U0464","24. POSIZIONE DEL GRUPPO","Verificare marker.","passed","Playwright mobile: marker nominativo visibile sulla cartina dell'India; preview 20382a40; 2026-08-04","1.31.0"
"U0465","24. POSIZIONE DEL GRUPPO","Verificare data e ora.","pending","","1.31.0"
"U0466","24. POSIZIONE DEL GRUPPO","Aprire coordinate corrette.","passed","Playwright: URL Google Maps search contiene 28.6139,77.209; preview 20382a40; 2026-08-04","1.31.0"
"U0467","24. POSIZIONE DEL GRUPPO","Impostare destinazione corretta.","passed","Playwright: URL Google Maps directions contiene la destinazione 28.6139,77.209; preview 20382a40; 2026-08-04","1.31.0"
"U0468","24. POSIZIONE DEL GRUPPO","Cancellare la propria posizione.","passed","Playwright mobile: DELETE del proprietario autenticato restituisce 200; preview 20382a40; 2026-08-04","1.31.0"
"U0469","24. POSIZIONE DEL GRUPPO","Verificare scomparsa.","passed","Playwright: record nominativo scompare dalla lista del secondo telefono; preview 20382a40; 2026-08-04","1.31.0"
"U0470","24. POSIZIONE DEL GRUPPO","Verificare sincronizzazione.","passed","Playwright su viaggiatore e coordinatore: inserimento e rimozione propagati automaticamente; preview 20382a40; 2026-08-04","1.31.0"
"U0471","24. POSIZIONE DEL GRUPPO","Tentare cancellazione di posizione altrui.","pending","","1.31.0"
"U0472","24. POSIZIONE DEL GRUPPO","Risultato atteso: 403.","pending","","1.31.0"
"U0473","25. INCROCI TRA PASSWORD E PUBBLICAZIONE","Aprire Pubblica.","passed","Playwright mobile: loading held, disabled state, duplicate click, HTTP 201, confirmation; preview 9393a1aa","1.31.0"
"U0474","25. INCROCI TRA PASSWORD E PUBBLICAZIONE","Il sistema deve bloccare la pubblicazione oppure richiedere l’accesso.","passed","Playwright mobile: loading held, disabled state, duplicate click, HTTP 201, confirmation; preview 9393a1aa","1.31.0"
"U0475","25. INCROCI TRA PASSWORD E PUBBLICAZIONE","Il messaggio deve spiegare esattamente cosa serve.","pending","","1.31.0"
"U0476","25. INCROCI TRA PASSWORD E PUBBLICAZIONE","Nessun accesso.","pending","","1.31.0"
"U0477","25. INCROCI TRA PASSWORD E PUBBLICAZIONE","Nessuna pubblicazione.","pending","","1.31.0"
"U0478","25. INCROCI TRA PASSWORD E PUBBLICAZIONE","Nessuna sessione.","pending","","1.31.0"
"U0479","25. INCROCI TRA PASSWORD E PUBBLICAZIONE","Definire se l’utente è Ospite.","pending","","1.31.0"
"U0480","25. INCROCI TRA PASSWORD E PUBBLICAZIONE","Se può pubblicare, creare sessione Ospite.","pending","","1.31.0"
"U0481","25. INCROCI TRA PASSWORD E PUBBLICAZIONE","Se non può pubblicare, non mostrare il compositore come attivo.","pending","","1.31.0"
"U0482","25. INCROCI TRA PASSWORD E PUBBLICAZIONE","Non associare automaticamente un profilo scelto dal client.","pending","","1.31.0"
"U0483","25. INCROCI TRA PASSWORD E PUBBLICAZIONE","Richiedere invito personale.","pending","","1.31.0"
"U0484","25. INCROCI TRA PASSWORD E PUBBLICAZIONE","Pubblicazione riuscita.","passed","Playwright mobile UI + HTTP 201 + production-smoke identity; preview 4bc152c6; 2026-08-04","1.31.0"
"U0485","25. INCROCI TRA PASSWORD E PUBBLICAZIONE","Autore determinato dal server.","passed","Playwright mobile UI + HTTP 201 + production-smoke identity; preview 4bc152c6; 2026-08-04","1.31.0"
"U0486","25. INCROCI TRA PASSWORD E PUBBLICAZIONE","Pubblicazione bloccata.","pending","","1.31.0"
"U0487","25. INCROCI TRA PASSWORD E PUBBLICAZIONE","Bozza conservata.","pending","","1.31.0"
"U0488","25. INCROCI TRA PASSWORD E PUBBLICAZIONE","Richiesta di nuovo accesso.","pending","","1.31.0"
"U0489","25. INCROCI TRA PASSWORD E PUBBLICAZIONE","Nessun post parziale.","pending","","1.31.0"
"U0490","25. INCROCI TRA PASSWORD E PUBBLICAZIONE","Nessun file orfano.","pending","","1.31.0"
"U0491","25. INCROCI TRA PASSWORD E PUBBLICAZIONE","Bozza recuperabile.","pending","","1.31.0"
"U0492","26. TEST DI TUTTI I MESSAGGI DI ERRORE","password errata;","pending","","1.31.0"
"U0493","26. TEST DI TUTTI I MESSAGGI DI ERRORE","sessione mancante;","passed","Playwright mobile: loading held, disabled state, duplicate click, HTTP 201, confirmation; preview 9393a1aa","1.31.0"
"U0494","26. TEST DI TUTTI I MESSAGGI DI ERRORE","sessione scaduta;","pending","","1.31.0"
"U0495","26. TEST DI TUTTI I MESSAGGI DI ERRORE","dispositivo revocato;","pending","","1.31.0"
"U0496","26. TEST DI TUTTI I MESSAGGI DI ERRORE","profilo non collegato;","pending","","1.31.0"
"U0497","26. TEST DI TUTTI I MESSAGGI DI ERRORE","pubblicazione non autorizzata;","pending","","1.31.0"
"U0498","26. TEST DI TUTTI I MESSAGGI DI ERRORE","documento non autorizzato;","pending","","1.31.0"
"U0499","26. TEST DI TUTTI I MESSAGGI DI ERRORE","file troppo grande;","pending","","1.31.0"
"U0500","26. TEST DI TUTTI I MESSAGGI DI ERRORE","formato non supportato;","pending","","1.31.0"
"U0501","26. TEST DI TUTTI I MESSAGGI DI ERRORE","più di dieci allegati;","passed","Playwright mobile: undicesimo allegato rifiutato con messaggio preciso e i primi dieci conservati; preview b4f2cf13; 2026-08-04","1.31.0"
"U0502","26. TEST DI TUTTI I MESSAGGI DI ERRORE","posizione negata;","passed","Playwright mobile: permesso rimosso, messaggio comprensibile e nessuna richiesta al server; preview 20382a40; 2026-08-04","1.31.0"
"U0503","26. TEST DI TUTTI I MESSAGGI DI ERRORE","microfono negato;","pending","","1.31.0"
"U0504","26. TEST DI TUTTI I MESSAGGI DI ERRORE","fotocamera negata;","pending","","1.31.0"
"U0505","26. TEST DI TUTTI I MESSAGGI DI ERRORE","notifiche negate;","pending","","1.31.0"
"U0506","26. TEST DI TUTTI I MESSAGGI DI ERRORE","rete assente;","pending","","1.31.0"
"U0507","26. TEST DI TUTTI I MESSAGGI DI ERRORE","server non disponibile;","pending","","1.31.0"
"U0508","26. TEST DI TUTTI I MESSAGGI DI ERRORE","database non disponibile;","pending","","1.31.0"
"U0509","26. TEST DI TUTTI I MESSAGGI DI ERRORE","upload interrotto;","pending","","1.31.0"
"U0510","26. TEST DI TUTTI I MESSAGGI DI ERRORE","sincronizzazione fallita;","pending","","1.31.0"
"U0511","26. TEST DI TUTTI I MESSAGGI DI ERRORE","contenuto eliminato;","pending","","1.31.0"
"U0512","26. TEST DI TUTTI I MESSAGGI DI ERRORE","invito scaduto;","pending","","1.31.0"
"U0513","26. TEST DI TUTTI I MESSAGGI DI ERRORE","invito già utilizzato.","pending","","1.31.0"
"U0514","26. TEST DI TUTTI I MESSAGGI DI ERRORE","spiegare il problema;","pending","","1.31.0"
"U0515","26. TEST DI TUTTI I MESSAGGI DI ERRORE","indicare come risolverlo;","pending","","1.31.0"
"U0516","26. TEST DI TUTTI I MESSAGGI DI ERRORE","evitare codici tecnici incomprensibili;","pending","","1.31.0"
"U0517","26. TEST DI TUTTI I MESSAGGI DI ERRORE","non cancellare i dati inseriti;","pending","","1.31.0"
"U0518","26. TEST DI TUTTI I MESSAGGI DI ERRORE","offrire Riprova, quando possibile.","pending","","1.31.0"
"U0519","27. TEST DI RETE","Wi-Fi stabile.","pending","","1.31.0"
"U0520","27. TEST DI RETE","Dati mobili.","pending","","1.31.0"
"U0521","27. TEST DI RETE","Rete 3G.","pending","","1.31.0"
"U0522","27. TEST DI RETE","Rete lenta.","pending","","1.31.0"
"U0523","27. TEST DI RETE","Alta latenza.","pending","","1.31.0"
"U0524","27. TEST DI RETE","Perdita del 10% dei pacchetti.","pending","","1.31.0"
"U0525","27. TEST DI RETE","Modalità aereo.","pending","","1.31.0"
"U0526","27. TEST DI RETE","Cambio Wi-Fi/dati mobili.","pending","","1.31.0"
"U0527","27. TEST DI RETE","Rete interrotta al 25% dell’upload.","pending","","1.31.0"
"U0528","27. TEST DI RETE","Rete interrotta al 50%.","pending","","1.31.0"
"U0529","27. TEST DI RETE","Rete interrotta al 90%.","pending","","1.31.0"
"U0530","27. TEST DI RETE","bozza conservata;","pending","","1.31.0"
"U0531","27. TEST DI RETE","allegati conservati;","pending","","1.31.0"
"U0532","27. TEST DI RETE","ripresa dell’invio;","pending","","1.31.0"
"U0533","27. TEST DI RETE","nessuna duplicazione;","pending","","1.31.0"
"U0534","27. TEST DI RETE","messaggio di stato;","pending","","1.31.0"
"U0535","27. TEST DI RETE","possibilità di annullare;","pending","","1.31.0"
"U0536","27. TEST DI RETE","possibilità di riprovare.","pending","","1.31.0"
"U0537","28. TEST DI CHIUSURA E RIAPERTURA","chiudere la finestra;","pending","","1.31.0"
"U0538","28. TEST DI CHIUSURA E RIAPERTURA","chiudere forzatamente la PWA;","pending","","1.31.0"
"U0539","28. TEST DI CHIUSURA E RIAPERTURA","bloccare lo schermo;","pending","","1.31.0"
"U0540","28. TEST DI CHIUSURA E RIAPERTURA","cambiare applicazione;","pending","","1.31.0"
"U0541","28. TEST DI CHIUSURA E RIAPERTURA","riavviare il telefono.","pending","","1.31.0"
"U0542","28. TEST DI CHIUSURA E RIAPERTURA","scrittura post;","pending","","1.31.0"
"U0543","28. TEST DI CHIUSURA E RIAPERTURA","selezione allegati;","pending","","1.31.0"
"U0544","28. TEST DI CHIUSURA E RIAPERTURA","registrazione audio;","pending","","1.31.0"
"U0545","28. TEST DI CHIUSURA E RIAPERTURA","caricamento post;","pending","","1.31.0"
"U0546","28. TEST DI CHIUSURA E RIAPERTURA","commento;","pending","","1.31.0"
"U0547","28. TEST DI CHIUSURA E RIAPERTURA","caricamento documento;","pending","","1.31.0"
"U0548","28. TEST DI CHIUSURA E RIAPERTURA","sostituzione documento;","pending","","1.31.0"
"U0549","28. TEST DI CHIUSURA E RIAPERTURA","condivisione posizione;","pending","","1.31.0"
"U0550","28. TEST DI CHIUSURA E RIAPERTURA","aggiornamento dell’app.","pending","","1.31.0"
"U0551","28. TEST DI CHIUSURA E RIAPERTURA","nessuna perdita non comunicata;","pending","","1.31.0"
"U0552","28. TEST DI CHIUSURA E RIAPERTURA","nessuna duplicazione;","pending","","1.31.0"
"U0553","28. TEST DI CHIUSURA E RIAPERTURA","nessun pulsante bloccato;","pending","","1.31.0"
"U0554","28. TEST DI CHIUSURA E RIAPERTURA","recupero dello stato corretto.","pending","","1.31.0"
"U0555","29. TEST DI SINCRONIZZAZIONE TRA DUE TELEFONI","A pubblica, B riceve.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0556","29. TEST DI SINCRONIZZAZIONE TRA DUE TELEFONI","B commenta, A riceve.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0557","29. TEST DI SINCRONIZZAZIONE TRA DUE TELEFONI","A reagisce, B riceve.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0558","29. TEST DI SINCRONIZZAZIONE TRA DUE TELEFONI","A elimina il post, B lo vede scomparire.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0559","29. TEST DI SINCRONIZZAZIONE TRA DUE TELEFONI","B carica documento, Coordinatore vede aggiornamento.","pending","","1.31.0"
"U0560","29. TEST DI SINCRONIZZAZIONE TRA DUE TELEFONI","A condivide posizione, B vede marker.","pending","","1.31.0"
"U0561","29. TEST DI SINCRONIZZAZIONE TRA DUE TELEFONI","A cancella posizione, B vede scomparsa.","pending","","1.31.0"
"U0562","29. TEST DI SINCRONIZZAZIONE TRA DUE TELEFONI","A modifica profilo, B vede modifica.","pending","","1.31.0"
"U0563","29. TEST DI SINCRONIZZAZIONE TRA DUE TELEFONI","Coordinatore cambia ruolo, permessi aggiornati immediatamente.","passed","Playwright live role/revoke 1/1; preview a4b05356; 2026-08-04","1.31.0"
"U0564","29. TEST DI SINCRONIZZAZIONE TRA DUE TELEFONI","Coordinatore revoca A, A perde accesso immediatamente.","passed","Playwright live role/revoke 1/1; preview a4b05356; 2026-08-04","1.31.0"
"U0565","29. TEST DI SINCRONIZZAZIONE TRA DUE TELEFONI","nessun aggiornamento completo inutile;","pending","","1.31.0"
"U0566","29. TEST DI SINCRONIZZAZIONE TRA DUE TELEFONI","nessun salto della pagina;","pending","","1.31.0"
"U0567","29. TEST DI SINCRONIZZAZIONE TRA DUE TELEFONI","nessun dato duplicato;","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0568","29. TEST DI SINCRONIZZAZIONE TRA DUE TELEFONI","nessun dato precedente ripristinato erroneamente.","pending","","1.31.0"
"U0569","30. TEST DI SICUREZZA DELLE RICHIESTE","Modificare profile_id.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0570","30. TEST DI SICUREZZA DELLE RICHIESTE","Modificare role.","pending","","1.31.0"
"U0571","30. TEST DI SICUREZZA DELLE RICHIESTE","Modificare author_name.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0572","30. TEST DI SICUREZZA DELLE RICHIESTE","Modificare day_index.","pending","","1.31.0"
"U0573","30. TEST DI SICUREZZA DELLE RICHIESTE","Modificare visibility.","pending","","1.31.0"
"U0574","30. TEST DI SICUREZZA DELLE RICHIESTE","Modificare document profile_id.","pending","","1.31.0"
"U0575","30. TEST DI SICUREZZA DELLE RICHIESTE","Modificare location profile_id.","pending","","1.31.0"
"U0576","30. TEST DI SICUREZZA DELLE RICHIESTE","Utilizzare token di un altro utente.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0577","30. TEST DI SICUREZZA DELLE RICHIESTE","Utilizzare token scaduto.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0578","30. TEST DI SICUREZZA DELLE RICHIESTE","Utilizzare token revocato.","pending","","1.31.0"
"U0579","30. TEST DI SICUREZZA DELLE RICHIESTE","Utilizzare soltanto password di gruppo contro endpoint personali.","pending","","1.31.0"
"U0580","30. TEST DI SICUREZZA DELLE RICHIESTE","Tentare accesso diretto ai documenti.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0581","30. TEST DI SICUREZZA DELLE RICHIESTE","Tentare eliminazione diretta di post altrui.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0582","30. TEST DI SICUREZZA DELLE RICHIESTE","Tentare modifica diretta di commenti altrui.","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0583","30. TEST DI SICUREZZA DELLE RICHIESTE","401 o 403;","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0584","30. TEST DI SICUREZZA DELLE RICHIESTE","nessuna modifica al database;","passed","Authenticated remote QA: 18/18 applicable; preview a018a091; 2026-08-04","1.31.0"
"U0585","30. TEST DI SICUREZZA DELLE RICHIESTE","nessun file creato;","pending","","1.31.0"
"U0586","30. TEST DI SICUREZZA DELLE RICHIESTE","nessuna notifica inviata;","pending","","1.31.0"
"U0587","30. TEST DI SICUREZZA DELLE RICHIESTE","evento registrato nel log.","pending","","1.31.0"
"U0588","31. CONTROLLO DATABASE DOPO OGNI OPERAZIONE","un solo record;","pending","","1.31.0"
"U0589","31. CONTROLLO DATABASE DOPO OGNI OPERAZIONE","autore corretto;","pending","","1.31.0"
"U0590","31. CONTROLLO DATABASE DOPO OGNI OPERAZIONE","profilo corretto;","pending","","1.31.0"
"U0591","31. CONTROLLO DATABASE DOPO OGNI OPERAZIONE","giornata corretta;","pending","","1.31.0"
"U0592","31. CONTROLLO DATABASE DOPO OGNI OPERAZIONE","visibilità corretta;","pending","","1.31.0"
"U0593","31. CONTROLLO DATABASE DOPO OGNI OPERAZIONE","coordinate corrette;","pending","","1.31.0"
"U0594","31. CONTROLLO DATABASE DOPO OGNI OPERAZIONE","allegati corretti.","pending","","1.31.0"
"U0595","31. CONTROLLO DATABASE DOPO OGNI OPERAZIONE","post corretto;","pending","","1.31.0"
"U0596","31. CONTROLLO DATABASE DOPO OGNI OPERAZIONE","autore corretto;","pending","","1.31.0"
"U0597","31. CONTROLLO DATABASE DOPO OGNI OPERAZIONE","profilo o ospite corretto;","pending","","1.31.0"
"U0598","31. CONTROLLO DATABASE DOPO OGNI OPERAZIONE","allegato corretto.","pending","","1.31.0"
"U0599","31. CONTROLLO DATABASE DOPO OGNI OPERAZIONE","profilo corretto;","pending","","1.31.0"
"U0600","31. CONTROLLO DATABASE DOPO OGNI OPERAZIONE","tipo corretto;","pending","","1.31.0"
"U0601","31. CONTROLLO DATABASE DOPO OGNI OPERAZIONE","file corretto;","pending","","1.31.0"
"U0602","31. CONTROLLO DATABASE DOPO OGNI OPERAZIONE","stato corretto;","pending","","1.31.0"
"U0603","31. CONTROLLO DATABASE DOPO OGNI OPERAZIONE","data corretta.","pending","","1.31.0"
"U0604","31. CONTROLLO DATABASE DOPO OGNI OPERAZIONE","profilo corretto;","pending","","1.31.0"
"U0605","31. CONTROLLO DATABASE DOPO OGNI OPERAZIONE","coordinate corrette;","pending","","1.31.0"
"U0606","31. CONTROLLO DATABASE DOPO OGNI OPERAZIONE","data server corretta;","pending","","1.31.0"
"U0607","31. CONTROLLO DATABASE DOPO OGNI OPERAZIONE","una sola posizione attiva per persona.","pending","","1.31.0"
"U0608","31. CONTROLLO DATABASE DOPO OGNI OPERAZIONE","nessun record orfano;","pending","","1.31.0"
"U0609","31. CONTROLLO DATABASE DOPO OGNI OPERAZIONE","nessun file orfano;","pending","","1.31.0"
"U0610","31. CONTROLLO DATABASE DOPO OGNI OPERAZIONE","nessun duplicato;","pending","","1.31.0"
"U0611","31. CONTROLLO DATABASE DOPO OGNI OPERAZIONE","nessun riferimento a file inesistente.","pending","","1.31.0"
"U0612","32. TEST COMPLETO DEL VISITATORE SENZA PASSWORD","Aprire il dominio.","pending","","1.31.0"
"U0613","32. TEST COMPLETO DEL VISITATORE SENZA PASSWORD","Visualizzare la Bacheca pubblica.","pending","","1.31.0"
"U0614","32. TEST COMPLETO DEL VISITATORE SENZA PASSWORD","Visualizzare l’itinerario.","pending","","1.31.0"
"U0615","32. TEST COMPLETO DEL VISITATORE SENZA PASSWORD","Visualizzare le mappe pubbliche.","pending","","1.31.0"
"U0616","32. TEST COMPLETO DEL VISITATORE SENZA PASSWORD","Aprire fotografie e video pubblici.","pending","","1.31.0"
"U0617","32. TEST COMPLETO DEL VISITATORE SENZA PASSWORD","Commentare, se consentito.","pending","","1.31.0"
"U0618","32. TEST COMPLETO DEL VISITATORE SENZA PASSWORD","Reagire, se consentito.","pending","","1.31.0"
"U0619","32. TEST COMPLETO DEL VISITATORE SENZA PASSWORD","Tentare di pubblicare.","pending","","1.31.0"
"U0620","32. TEST COMPLETO DEL VISITATORE SENZA PASSWORD","Tentare di aprire documenti.","pending","","1.31.0"
"U0621","32. TEST COMPLETO DEL VISITATORE SENZA PASSWORD","Tentare di vedere posizioni.","pending","","1.31.0"
"U0622","32. TEST COMPLETO DEL VISITATORE SENZA PASSWORD","Tentare di modificare un profilo.","passed","Playwright mobile people/roles 1/1; preview 64167f5a; 2026-08-04","1.31.0"
