"id","section","control","status","evidence","revision"
"A0365","A25. CONTROLLO DELLE APPROVAZIONI SPECIFICHE","revocabile;","pending","","1.31.0"
"A0366","A25. CONTROLLO DELLE APPROVAZIONI SPECIFICHE","separato per categorie.","pending","","1.31.0"
"A0367","A25. CONTROLLO DELLE APPROVAZIONI SPECIFICHE","scelta dei campi visibili;","pending","","1.31.0"
"A0368","A25. CONTROLLO DELLE APPROVAZIONI SPECIFICHE","modifica successiva;","pending","","1.31.0"
"A0369","A25. CONTROLLO DELLE APPROVAZIONI SPECIFICHE","nessuna pubblicazione automatica di dati personali.","pending","","1.31.0"
"A0370","A25. CONTROLLO DELLE APPROVAZIONI SPECIFICHE","spiegazione di chi può visualizzarli;","pending","","1.31.0"
"A0371","A25. CONTROLLO DELLE APPROVAZIONI SPECIFICHE","conferma prima del caricamento;","pending","","1.31.0"
"A0372","A25. CONTROLLO DELLE APPROVAZIONI SPECIFICHE","possibilità di eliminarli.","pending","","1.31.0"
"A0373","A25. CONTROLLO DELLE APPROVAZIONI SPECIFICHE","scelta della visibilità;","pending","","1.31.0"
"A0374","A25. CONTROLLO DELLE APPROVAZIONI SPECIFICHE","possibilità di modificarla;","pending","","1.31.0"
"A0375","A25. CONTROLLO DELLE APPROVAZIONI SPECIFICHE","nessuna estensione automatica del pubblico autorizzato.","pending","","1.31.0"
"A0376","A26. TEST DEL PRINCIPIO DEL MINIMO PRIVILEGIO","il Pubblico riceva soltanto privilegi pubblici;","passed","Authenticated remote QA + mobile publication; preview a018a091; 2026-08-04","1.31.0"
"A0377","A26. TEST DEL PRINCIPIO DEL MINIMO PRIVILEGIO","la password del gruppo non dia privilegi da Viaggiatore;","pending","","1.31.0"
"A0378","A26. TEST DEL PRINCIPIO DEL MINIMO PRIVILEGIO","l’Ospite non erediti privilegi da un profilo memorizzato;","pending","","1.31.0"
"A0379","A26. TEST DEL PRINCIPIO DEL MINIMO PRIVILEGIO","il Viaggiatore agisca soltanto sulle proprie risorse;","passed","Authenticated remote QA + mobile publication; preview a018a091; 2026-08-04","1.31.0"
"A0380","A26. TEST DEL PRINCIPIO DEL MINIMO PRIVILEGIO","il Coordinatore disponga soltanto dei poteri necessari;","pending","","1.31.0"
"A0381","A26. TEST DEL PRINCIPIO DEL MINIMO PRIVILEGIO","la visualizzazione dei documenti sia separata dalla gestione dei ruoli;","pending","","1.31.0"
"A0382","A26. TEST DEL PRINCIPIO DEL MINIMO PRIVILEGIO","la gestione dei contenuti sia separata dalla gestione delle sessioni;","pending","","1.31.0"
"A0383","A26. TEST DEL PRINCIPIO DEL MINIMO PRIVILEGIO","chi può creare un invito non possa automaticamente leggere documenti non autorizzati;","pending","","1.31.0"
"A0384","A26. TEST DEL PRINCIPIO DEL MINIMO PRIVILEGIO","chi può moderare un commento non possa modificare l’identità dell’autore;","passed","Authenticated remote QA + mobile publication; preview a018a091; 2026-08-04","1.31.0"
"A0385","A26. TEST DEL PRINCIPIO DEL MINIMO PRIVILEGIO","nessun permesso venga concesso perché il tasto è nascosto.","passed","API pubblica minimizzata + Playwright tre telefoni: chiavi e ID interni assenti, permessi can_manage dal server, comandi vietati nascosti e sync automatica; preview c9d82d89; 2026-08-04","1.31.0"
"A0386","A27. VERIFICA DELLE DICHIARAZIONI FUNZIONALI","“Notifiche attive” significhi subscription registrata e prova ricevuta;","pending","","1.31.0"
"A0387","A27. VERIFICA DELLE DICHIARAZIONI FUNZIONALI","“Dispositivo autorizzato” significhi sessione server valida;","passed","Playwright Galaxy S9+: invito e sessione server, modale sopra barra, pulsante raggiungibile, stato disabilitato/invio, doppio clic=una richiesta, HTTP 201 e record confermato; preview 9913ac2c; 2026-08-04","1.31.0"
"A0388","A27. VERIFICA DELLE DICHIARAZIONI FUNZIONALI","“Documento privato” significhi controllo server per proprietario e ruolo;","pending","","1.31.0"
"A0389","A27. VERIFICA DELLE DICHIARAZIONI FUNZIONALI","“Posizione condivisa” significhi salvataggio e visualizzazione autorizzata;","passed","Playwright Galaxy: POST 200, coordinate e marker visibili al gruppo, assenti al pubblico, DELETE e sync verificati; preview 20382a40; 2026-08-04","1.31.0"
"A0390","A27. VERIFICA DELLE DICHIARAZIONI FUNZIONALI","“Sincronizzato” significhi conferma server e presenza sugli altri dispositivi;","passed","API pubblica minimizzata + Playwright tre telefoni: chiavi e ID interni assenti, permessi can_manage dal server, comandi vietati nascosti e sync automatica; preview c9d82d89; 2026-08-04","1.31.0"
"A0391","A27. VERIFICA DELLE DICHIARAZIONI FUNZIONALI","“Offline” significhi funzione realmente disponibile senza rete;","pending","","1.31.0"
"A0392","A27. VERIFICA DELLE DICHIARAZIONI FUNZIONALI","“Pubblicato” significhi record e allegati confermati dal server;","passed","Playwright Galaxy S9+: invito e sessione server, modale sopra barra, pulsante raggiungibile, stato disabilitato/invio, doppio clic=una richiesta, HTTP 201 e record confermato; preview 9913ac2c; 2026-08-04","1.31.0"
"A0393","A27. VERIFICA DELLE DICHIARAZIONI FUNZIONALI","“Visibile al gruppo” significhi controllo effettivo della visibilità.","pending","","1.31.0"
"A0394","A28. MATRICE REQUISITO → TASTO → API → DATABASE → TEST","COMPLETO","pending","","1.31.0"
"A0395","A28. MATRICE REQUISITO → TASTO → API → DATABASE → TEST","PARZIALE","pending","","1.31.0"
"A0396","A28. MATRICE REQUISITO → TASTO → API → DATABASE → TEST","ASSENTE","pending","","1.31.0"
"A0397","A28. MATRICE REQUISITO → TASTO → API → DATABASE → TEST","NON COLLAUDATO","pending","","1.31.0"
"A0398","A29. VERIFICA DEL CODICE INUTILIZZATO O CONTRADDITTORIO","due sistemi di autenticazione attivi contemporaneamente;","pending","","1.31.0"
"A0399","A29. VERIFICA DEL CODICE INUTILIZZATO O CONTRADDITTORIO","vecchie funzioni basate soltanto sulla password;","pending","","1.31.0"
"A0400","A29. VERIFICA DEL CODICE INUTILIZZATO O CONTRADDITTORIO","nuove funzioni basate sulla sessione;","pending","","1.31.0"
"A0401","A29. VERIFICA DEL CODICE INUTILIZZATO O CONTRADDITTORIO","controlli frontend diversi dai controlli server;","pending","","1.31.0"
"A0402","A29. VERIFICA DEL CODICE INUTILIZZATO O CONTRADDITTORIO","ruoli scritti direttamente nel browser;","pending","","1.31.0"
"A0403","A29. VERIFICA DEL CODICE INUTILIZZATO O CONTRADDITTORIO","funzioni duplicate;","pending","","1.31.0"
"A0404","A29. VERIFICA DEL CODICE INUTILIZZATO O CONTRADDITTORIO","componenti non più utilizzati;","pending","","1.31.0"
"A0405","A29. VERIFICA DEL CODICE INUTILIZZATO O CONTRADDITTORIO","endpoint precedenti ancora raggiungibili;","pending","","1.31.0"
"A0406","A29. VERIFICA DEL CODICE INUTILIZZATO O CONTRADDITTORIO","vecchie chiavi localStorage;","pending","","1.31.0"
"A0407","A29. VERIFICA DEL CODICE INUTILIZZATO O CONTRADDITTORIO","vecchi Service Worker;","pending","","1.31.0"
"A0408","A29. VERIFICA DEL CODICE INUTILIZZATO O CONTRADDITTORIO","testi riferiti a versioni precedenti;","pending","","1.31.0"
"A0409","A29. VERIFICA DEL CODICE INUTILIZZATO O CONTRADDITTORIO","pulsanti che utilizzano una vecchia API;","pending","","1.31.0"
"A0410","A29. VERIFICA DEL CODICE INUTILIZZATO O CONTRADDITTORIO","nomi differenti per lo stesso ruolo;","pending","","1.31.0"
"A0411","A29. VERIFICA DEL CODICE INUTILIZZATO O CONTRADDITTORIO","utilizzo alternato di profile_id locale e profile_id della sessione.","pending","","1.31.0"
"A0412","A30. COLLAUDO MEDIANTE REGISTRAZIONE DELLE AZIONI","schermata aperta;","pending","","1.31.0"
"A0413","A30. COLLAUDO MEDIANTE REGISTRAZIONE DELLE AZIONI","tasto premuto;","pending","","1.31.0"
"A0414","A30. COLLAUDO MEDIANTE REGISTRAZIONE DELLE AZIONI","ruolo corrente;","pending","","1.31.0"
"A0415","A30. COLLAUDO MEDIANTE REGISTRAZIONE DELLE AZIONI","sessione valida/non valida;","pending","","1.31.0"
"A0416","A30. COLLAUDO MEDIANTE REGISTRAZIONE DELLE AZIONI","richiesta generata;","pending","","1.31.0"
"A0417","A30. COLLAUDO MEDIANTE REGISTRAZIONE DELLE AZIONI","codice di risposta;","pending","","1.31.0"
"A0418","A30. COLLAUDO MEDIANTE REGISTRAZIONE DELLE AZIONI","durata dell’operazione;","pending","","1.31.0"
"A0419","A30. COLLAUDO MEDIANTE REGISTRAZIONE DELLE AZIONI","risultato mostrato;","pending","","1.31.0"
"A0420","A30. COLLAUDO MEDIANTE REGISTRAZIONE DELLE AZIONI","eventuale errore.","pending","","1.31.0"
"A0421","A30. COLLAUDO MEDIANTE REGISTRAZIONE DELLE AZIONI","non deve contenere password;","pending","","1.31.0"
"A0422","A30. COLLAUDO MEDIANTE REGISTRAZIONE DELLE AZIONI","non deve contenere token;","pending","","1.31.0"
"A0423","A30. COLLAUDO MEDIANTE REGISTRAZIONE DELLE AZIONI","non deve contenere documenti;","pending","","1.31.0"
"A0424","A30. COLLAUDO MEDIANTE REGISTRAZIONE DELLE AZIONI","non deve contenere coordinate precise non necessarie;","pending","","1.31.0"
"A0425","A30. COLLAUDO MEDIANTE REGISTRAZIONE DELLE AZIONI","deve consentire di ricostruire perché un tasto non ha funzionato;","pending","","1.31.0"
"A0426","A30. COLLAUDO MEDIANTE REGISTRAZIONE DELLE AZIONI","deve collegare ogni errore al relativo ID TEST.","pending","","1.31.0"
"A0427","A31. CONTROLLO CON UTILIZZATORE NON INFORMATO DEI PERMESSI","se è Pubblico;","pending","","1.31.0"
"A0428","A31. CONTROLLO CON UTILIZZATORE NON INFORMATO DEI PERMESSI","se è Familiare;","pending","","1.31.0"
"A0429","A31. CONTROLLO CON UTILIZZATORE NON INFORMATO DEI PERMESSI","se è Viaggiatore;","pending","","1.31.0"
"A0430","A31. CONTROLLO CON UTILIZZATORE NON INFORMATO DEI PERMESSI","se è Coordinatore;","pending","","1.31.0"
"A0431","A31. CONTROLLO CON UTILIZZATORE NON INFORMATO DEI PERMESSI","quali funzioni può utilizzare;","pending","","1.31.0"
"A0432","A31. CONTROLLO CON UTILIZZATORE NON INFORMATO DEI PERMESSI","quali funzioni non può utilizzare;","pending","","1.31.0"
"A0433","A31. CONTROLLO CON UTILIZZATORE NON INFORMATO DEI PERMESSI","come deve ottenere l’autorizzazione mancante;","pending","","1.31.0"
"A0434","A31. CONTROLLO CON UTILIZZATORE NON INFORMATO DEI PERMESSI","come può uscire;","pending","","1.31.0"
"A0435","A31. CONTROLLO CON UTILIZZATORE NON INFORMATO DEI PERMESSI","come può cambiare dispositivo.","pending","","1.31.0"
"A0436","A31. CONTROLLO CON UTILIZZATORE NON INFORMATO DEI PERMESSI","non comprende quale identità sta utilizzando;","pending","","1.31.0"
"A0437","A31. CONTROLLO CON UTILIZZATORE NON INFORMATO DEI PERMESSI","non comprende perché un tasto è disabilitato;","pending","","1.31.0"
"A0438","A31. CONTROLLO CON UTILIZZATORE NON INFORMATO DEI PERMESSI","prova ripetutamente una funzione non autorizzata;","pending","","1.31.0"
"A0439","A31. CONTROLLO CON UTILIZZATORE NON INFORMATO DEI PERMESSI","crede di essere collegato ma il server lo considera Pubblico;","pending","","1.31.0"
"A0440","A31. CONTROLLO CON UTILIZZATORE NON INFORMATO DEI PERMESSI","crede di aver pubblicato ma il server ha rifiutato;","pending","","1.31.0"
"A0441","A31. CONTROLLO CON UTILIZZATORE NON INFORMATO DEI PERMESSI","confonde password di gruppo e sessione personale;","pending","","1.31.0"
"A0442","A31. CONTROLLO CON UTILIZZATORE NON INFORMATO DEI PERMESSI","non trova il comando di logout.","pending","","1.31.0"
"A0443","A32. CRITERI DI ACCETTAZIONE DEL PRESENTE ADDENDUM","esiste il registro completo di tutti gli elementi interattivi;","pending","","1.31.0"
"A0444","A32. CRITERI DI ACCETTAZIONE DEL PRESENTE ADDENDUM","esiste una matrice autorizzativa approvata;","pending","","1.31.0"
"A0445","A32. CRITERI DI ACCETTAZIONE DEL PRESENTE ADDENDUM","frontend e server applicano la stessa matrice;","pending","","1.31.0"
"A0446","A32. CRITERI DI ACCETTAZIONE DEL PRESENTE ADDENDUM","ogni tasto autorizzato funziona realmente;","pending","","1.31.0"
"A0447","A32. CRITERI DI ACCETTAZIONE DEL PRESENTE ADDENDUM","ogni tasto non autorizzato è nascosto o disabilitato;","pending","","1.31.0"
"A0448","A32. CRITERI DI ACCETTAZIONE DEL PRESENTE ADDENDUM","ogni richiesta non autorizzata viene rifiutata dal server;","passed","Authenticated remote QA + mobile publication; preview a018a091; 2026-08-04","1.31.0"
"A0449","A32. CRITERI DI ACCETTAZIONE DEL PRESENTE ADDENDUM","la password comune non permette impersonazioni;","pending","","1.31.0"
"A0450","A32. CRITERI DI ACCETTAZIONE DEL PRESENTE ADDENDUM","l’identità della sessione prevale sui dati locali;","passed","Authenticated remote QA + mobile publication; preview a018a091; 2026-08-04","1.31.0"
"A0451","A32. CRITERI DI ACCETTAZIONE DEL PRESENTE ADDENDUM","nessun cambio di utente lascia dati del precedente;","pending","","1.31.0"
"A0452","A32. CRITERI DI ACCETTAZIONE DEL PRESENTE ADDENDUM","un cambio di ruolo viene applicato immediatamente;","pending","","1.31.0"
"A0453","A32. CRITERI DI ACCETTAZIONE DEL PRESENTE ADDENDUM","una revoca blocca immediatamente tutte le operazioni private;","pending","","1.31.0"
"A0454","A32. CRITERI DI ACCETTAZIONE DEL PRESENTE ADDENDUM","gli URL diretti rispettano le autorizzazioni;","pending","","1.31.0"
"A0455","A32. CRITERI DI ACCETTAZIONE DEL PRESENTE ADDENDUM","il server restituisce soltanto i dati necessari al ruolo;","pending","","1.31.0"
"A0456","A32. CRITERI DI ACCETTAZIONE DEL PRESENTE ADDENDUM","non esistono tasti morti;","pending","","1.31.0"
"A0457","A32. CRITERI DI ACCETTAZIONE DEL PRESENTE ADDENDUM","non esistono funzioni simulate;","pending","","1.31.0"
"A0458","A32. CRITERI DI ACCETTAZIONE DEL PRESENTE ADDENDUM","non esistono endpoint privi di controllo;","pending","","1.31.0"
"A0459","A32. CRITERI DI ACCETTAZIONE DEL PRESENTE ADDENDUM","non esistono dichiarazioni funzionali senza prova;","pending","","1.31.0"
"A0460","A32. CRITERI DI ACCETTAZIONE DEL PRESENTE ADDENDUM","ogni requisito è collegato a tasto, API, database e test;","pending","","1.31.0"
"A0461","A32. CRITERI DI ACCETTAZIONE DEL PRESENTE ADDENDUM","esiste una suite automatica per tutti i ruoli;","pending","","1.31.0"
"A0462","A32. CRITERI DI ACCETTAZIONE DEL PRESENTE ADDENDUM","esiste evidenza del collaudo manuale su dispositivi reali.","pending","","1.31.0"
"A0463","A33. CONSEGNA AGGIUNTIVA RICHIESTA AL PROGRAMMATORE","inventario completo dei tasti;","pending","","1.31.0"
"A0464","A33. CONSEGNA AGGIUNTIVA RICHIESTA AL PROGRAMMATORE","matrice completa dei ruoli;","pending","","1.31.0"
"A0465","A33. CONSEGNA AGGIUNTIVA RICHIESTA AL PROGRAMMATORE","matrice delle credenziali;","pending","","1.31.0"
"A0466","A33. CONSEGNA AGGIUNTIVA RICHIESTA AL PROGRAMMATORE","diagramma degli stati di accesso;","pending","","1.31.0"
"A0467","A33. CONSEGNA AGGIUNTIVA RICHIESTA AL PROGRAMMATORE","regola di precedenza tra password, sessione e dati locali;","pending","","1.31.0"
"A0468","A33. CONSEGNA AGGIUNTIVA RICHIESTA AL PROGRAMMATORE","elenco degli endpoint per ruolo;","pending","","1.31.0"
"A0469","A33. CONSEGNA AGGIUNTIVA RICHIESTA AL PROGRAMMATORE","elenco dei controlli di proprietà;","pending","","1.31.0"
"A0470","A33. CONSEGNA AGGIUNTIVA RICHIESTA AL PROGRAMMATORE","elenco dei tasti nascosti per ruolo;","pending","","1.31.0"
"A0471","A33. CONSEGNA AGGIUNTIVA RICHIESTA AL PROGRAMMATORE","elenco dei tasti disabilitati per ruolo;","pending","","1.31.0"
"A0472","A33. CONSEGNA AGGIUNTIVA RICHIESTA AL PROGRAMMATORE","elenco dei messaggi di autorizzazione negata;","pending","","1.31.0"
"A0473","A33. CONSEGNA AGGIUNTIVA RICHIESTA AL PROGRAMMATORE","risultati della scansione dei tasti morti;","pending","","1.31.0"
"A0474","A33. CONSEGNA AGGIUNTIVA RICHIESTA AL PROGRAMMATORE","risultati dei test automatici dei pulsanti;","pending","","1.31.0"
"A0475","A33. CONSEGNA AGGIUNTIVA RICHIESTA AL PROGRAMMATORE","risultati dei test API per ruolo;","pending","","1.31.0"
"A0476","A33. CONSEGNA AGGIUNTIVA RICHIESTA AL PROGRAMMATORE","risultati dei test sugli URL diretti;","pending","","1.31.0"
"A0477","A33. CONSEGNA AGGIUNTIVA RICHIESTA AL PROGRAMMATORE","risultati dei test di cambio identità;","pending","","1.31.0"
"A0478","A33. CONSEGNA AGGIUNTIVA RICHIESTA AL PROGRAMMATORE","risultati dei test di cambio ruolo;","pending","","1.31.0"
"A0479","A33. CONSEGNA AGGIUNTIVA RICHIESTA AL PROGRAMMATORE","risultati dei test di revoca;","pending","","1.31.0"
"A0480","A33. CONSEGNA AGGIUNTIVA RICHIESTA AL PROGRAMMATORE","tabella requisito → tasto → API → database → test;","pending","","1.31.0"
"A0481","A33. CONSEGNA AGGIUNTIVA RICHIESTA AL PROGRAMMATORE","elenco delle dichiarazioni funzionali verificate;","pending","","1.31.0"
"A0482","A33. CONSEGNA AGGIUNTIVA RICHIESTA AL PROGRAMMATORE","conferma che nessuna autorizzazione dipenda esclusivamente dal frontend.","pending","","1.31.0"
